inputaddr,lng,lat,x,y,b,z,hc,lc,rc,bn
"서울 서초구 서운로 38",127.02898614452573,37.48752068525392,958360,1943246,,"06728","1165052000","1165010800","116503121016","1165010800113560006023040"
"서울 서초구 반포대로30길 40",127.01079084681989,37.491971568743736,956754,1943748,,"06646","1165053000","1165010800","116504163239","1165010800115550004000001"
"서울 서초구 남부순환로356길 9",127.0378500732212,37.48454514515621,959142,1942912,,"06738","1165065100","1165010200","116504163088","1165010200100010003000001"
"서울 서초구 효령로 297",127.01673884570668,37.48528993100803,957276,1943004,,"06643","1165051000","1165010800","116503121021","1165010800116030016024175"
"서울 서초구 바우뫼로 45",127.0271732092285,37.47185679025044,958191,1941509,,"06762","1165065100","1165010300","116503121009","1165010300100690000006007"
"서울특별시 서초구 헌릉로 226",127.06491936390941,37.45494797033865,961520,1939617,,"06800","1165066000","1165010900","116503000033","1165010900101840001000001"
"서울특별시 양천구  목동동로 373",126.8784541189844,37.53515509136413,945087,1948608,,"07983","1147055000","1147010200","114703114001","1147010200109070003016245"
"서울특별시 양천구  등촌로 166",126.86236980851181,37.54452445912832,943673,1949657,,"07951","1147053000","1147010200","114703005064","1147010200106570023000001"
"서울특별시 양천구  중앙로32길 65",126.86076542426314,37.52029658772562,943513,1946970,,"08087","1147062000","1147010100","114704142372","1147010100110210008007301"
"서울특별시 양천구 목동로17길 5",126.86357056149974,37.52444892768446,943764,1947429,,"08022","1147065000","1147010100","114704142109","1147010100109970003002591"
"서울특별시 양천구 지양로 55",126.83438484070012,37.52053843878051,941182,1947013,,"08038","1147061100","1147010300","114703114013","1147010300109870000007920"
"서울특별시 양천구  남부순환로59길 8 ",126.83225656191723,37.53205464936895,941003,1948292,,"07921","1147056000","1147010300","114704142050","1147010300101320003015638"
"서울특별시 양천구  중앙로 205",126.85498377604327,37.514920153605026,942998,1946377,,"08078","1147064000","1147010100","114703005068","1147010100112640000004980"
"서울특별시 양천구  남부순환로31길 37",126.83067717799901,37.539076201081514,940869,1949072,,"07904","1147060000","1147010300","114704142031","1147010300100590005009639"
"서울특별시 송파구  양재대로71길 5-6",127.12574462927192,37.51024763082983,966924,1945729,,"05639","1171056100","1171011100","117104169372","1171011100102040008017409"
"서울특별시 송파구  올림픽로 101",127.08213773521321,37.512102432111675,963071,1945951,,"05501","1171067000","1171010100","117103123023","1171010100100190005000002"
"서울특별시 송파구  백제고분로 238",127.09274606938484,37.50267520894077,964004,1944901,,"05584","1171061000","1171010600","117103123006","1171010600100620003008124"
"서울특별시 송파구  중대로 179",127.12531836826513,37.49818606942336,966881,1944391,,"05715","1171062000","1171010700","117103123016","1171010700100370000006852"
"서울특별시 송파구 충민로2길 18",127.12692234181014,37.47821693128703,967014,1942175,,"05816","1171064600","1171010900","117104169486","1171010900108410000000001"
"서울특별시 송파구  마천로 41길 8",127.14821029998674,37.49703060438693,968904,1944255,,"05756","1171055000","1171011400","117104169102","1171011400101270008019233"
"서울특별시 송파구 새말로15길 9",127.12971562935648,37.48515721146273,967264,1942944,,"05802","1171064600","1171010800","117104169237","1171010800100920000003091"
"서울특별시 송파구  토성로 64",127.11676771122688,37.52875978987313,966139,1947786,,"05537","1171052000","1171010300","117103123019","1171010300104030011024938"
"서울특별시 송파구  마천로8길 17",127.12810342681419,37.50690202028368,967131,1945357,,"05659","1171057000","1171011200","117104169131","1171011200100410019014101"
"서울특별시 송파구  올림픽로35길 12 ",127.11255677567792,37.52014709922663,965763,1946832,,"05507","1171069000","1171010200","117104169554","1171010200100200005000031"
"서울특별시 송파구 위례순환로 369",,,,,,,,,,
"서울특별시 노원구  노원로17길 64번지",127.06835328952293,37.64201826862833,961919,1960370,,"01787","1135062500","1135010600","113504130063","1135010600105110000010516"
"서울특별시 노원구  월계로55길 58",127.05928926006736,37.63368342791372,961115,1959449,,"01864","1135058000","1135010200","113504130336","1135010200103200005017401"
"서울특별시 노원구  동일로 1034",127.07459634236385,37.62257200029646,962460,1958210,,"01845","1135059500","1135010300","113503000001","1135010300105670018000001"
"서울특별시 노원구 노원로431",127.06691771783642,37.65500127854818,961799,1961811,,"01752","1135069500","1135010500","113503110002","1135010500107200005000792"
"서울특별시 노원구  한글비석로 277",127.07733952648864,37.65243421655658,962717,1961522,,"01713","1135062100","1135010600","113503110009","1135010600103590006010891"
"서울특별시 노원구  한글비석로 489 마들지구대",127.06361925698062,37.66458834595669,961513,1962876,,"01678","1135071000","1135010500","113503110009","1135010500106810000000542"
"서울특별시 노원구  상계로35길 29(임시청사)",127.07785523738667,37.671472271406735,962772,1963634,,"01635","1135066500","1135010500","113504130289","1135010500101110041002675"
"서울특별시 노원구  동일로 1693",127.0550480742181,37.67968069849634,960765,1964554,,"01604","1135063000","1135010500","113503000001","1135010500112610000009566"
"서울특별시 서초구  동작대로 34",126.98214441647131,37.479446768492984,954214,1942372,,"06691","1165061000","1165010100","116502005009","1165010100104420004014182"
"서울특별시 서초구  신반포로 16길 15-14",126.99696726580227,37.502107876340744,955538,1944879,,"06549","1165057000","1165010700","116504163754","1165010700100160004000001"
"서울특별시 서초구  동광로19길 38",126.98884171490023,37.494150061974935,954815,1944000,,"06557","1165059000","1165010100","116504163118","1165010100107740009016396"
"서울특별시 서초구  효령로 31길 64",126.9952792378892,37.483956327657125,955378,1942866,,"06683","1165060000","1165010100","116504163632","1165010100109240002014935"
"서울특별시 은평구  연서로 290",126.9265762303425,37.62142274347273,949397,1958152,,"03347","1138053000","1138010300","113803111006","1138010300104230016037132"
"서울특별시 은평구  갈현로 195",126.91270970733767,37.61521644181984,948169,1957471,,"03325","1138055200","1138010400","113803111001","1138010400105060045031483"
"서울특별시 은평구  진관3로 38 진관파출소",126.92090264886868,37.63994450655478,948909,1960210,,"03302","1138069000","1138011400","113803111011","1138011400100680001000001"
"서울특별시 은평구  통일로 737",126.9289891267777,37.611150185453255,949603,1957011,,"03396","1138057000","1138010600","113803000008","1138010600100050017026151"
"서울특별시 도봉구 노해로 392",127.05171995455785,37.65228556206008,960457,1961516,,"01418","1132051400","1132010700","113203005047","1132010700100330002014526"
"서울특별시 도봉구  도봉로104길 49-5",127.03461124684995,37.64352141060626,958943,1960551,,"01460","1132051200","1132010700","113204127093","1132010700106470010017415"
"서울특별시 도봉구  도봉로145길 45 방학파출소",127.04001334647404,37.664507664375165,959431,1962877,,"01345","1132069000","1132010600","113204127137","1132010600106870003004071"
"서울특별시 도봉구  시루봉로5길 10",127.02718241520725,37.65850812404455,958296,1962217,,"01362","1132071000","1132010600","113204127267","1132010600102710004000473"
"서울특별시 도봉구  도봉로169길 43 도봉1파출소",127.04340251613655,37.6794739474704,959738,1964536,,"01306","1132052100","1132010800","113204127168","1132010800105940024011795"
"서울특별시 도봉구 도봉로 180나길 33",127.04928361747301,37.683994215050134,960259,1965035,,"01319","1132052200","1132010800","113204127184","1132010800100690002010365"
"서울특별시 도봉구  방학로3길 132",127.03800394946425,37.65759558871423,959250,1962111,,"01394","1132067000","1132010500","113204127222","1132010500100430003007357"
"서울특별시 도봉구  노해로 139 숭미파출소",127.02558576492044,37.64751443566575,958149,1960998,,"01381","1132066000","1132010500","113203005047","1132010500103490034008917"
"서울특별시 강남구  언주로 426",127.04372019572122,37.50133326221047,959670,1944772,,"06214","1168065000","1168010100","116803005086","1168010100107110000000001"
"서울특별시 강남구  삼성로 203",127.06261766449302,37.49486988260817,961337,1944047,,"06280","1168060000","1168010600","116803122005","1168010600105980000000001"
"서울특별시 강남구  밤고개로1길 48",127.10481013326671,37.48912365033242,965064,1943393,,"06349","1168075000","1168011500","116804166315","1168011500107180001001439"
"서울특별시 강남구  헌릉로 623",127.1073674860788,37.46517390553577,965279,1940735,,"06376","1168070000","1168011100","116803000033","1168011100101200009004509"
"서울특별시 강남구  일원로3길 35 일원파출소",127.08337868323173,37.492412097534576,963171,1943766,,"06338","1168073000","1168011400","116804166706","1168011400106210000002258"
"서울특별시 강남구  개포로 261(1268)",127.05116911188038,37.479774206285754,960317,1942377,,"06306","1168069000","1168010300","116803122001","1168010300102680000020336"
"부산광역시 중구  해관로 19",129.03555440928366,35.10053821603093,1139956,1679456,,"48956","2611051000","2611010400","261103125007","2611010400100230017004894"
"부산광역시 중구  동영로 77",129.0321908577691,35.11191412058659,1139630,1680713,,"48915","2611060000","2611010100","261103125003","2611010100102770017008933"
"부산광역시 중구  보수대로44번길 27",129.02379537636625,35.10298574075563,1138880,1679711,,"48974","2611056000","2611012600","261104175163","2611012600100020008000001"
"부산광역시 중구  흑교로 77",129.0233902212302,35.10597519487468,1138838,1680042,,"48963","2611054500","2611012100","261103125015","2611012100100500006003935"
"부산광역시 중구  중구로 103-1",129.03138658882276,35.105874428678874,1139567,1680042,,"48971","2611053000","2611011900","261103125006","2611011900100260024007384"
"부산광역시 동래구  동래로 109",129.0845455598214,35.20730677072814,1144233,1691368,,"47748","2626054500","2626010700","262603130004","2626010700102500005000001"
"부산광역시 동래구  반송로 207",129.09710495439998,35.19963143054057,1145390,1690535,,"47755","2626074000","2626010200","262603130026","2626010200104200077019075"
"부산광역시 동래구  우장춘로 16",,,,,,,,,,
"부산광역시 동래구  중앙대로1277번길 41",129.0755750665476,35.200706950961184,1143428,1690623,,"47831","2626060000","2626010900","262604190454","2626010900101470007006214"
"부산광역시 동래구  석사북로 93",129.06621436184068,35.20574213369254,1142567,1691168,,"47848","2626057000","2626010800","262603130012","2626010800112360010005789"
"부산광역시 동래구  온천천로 359",129.09247660484468,35.19379595624024,1144979,1689881,,"47903","2626051000","2626010400","262603130018","2626010400100820017017362"
"부산광역시 영도구  태종로 618 동삼지구대",129.07326222033703,35.078334768376166,1143432,1677047,,"49101","2620065000","2620012100","262003006003","2620012100103080003025190"
"부산광역시 영도구  남항시장길 328",129.0429043824858,35.08770501526443,1140648,1678043,,"49070","2620054000","2620010900","262004184047","2620010900101680000005028"
"부산광역시 영도구  태종로 395",129.06624010065104,35.09195894138495,1142768,1678548,,"49010","2620064000","2620012000","262003006003","2620012000100490054005995"
